,date,on_time,off_time,off_time_cutoff,threshold
0,2022-03-01 00:00:00,0,297.64,147.64,20.6492335711495
1,2022-03-01 01:00:00,0,297.63,147.63,20.647834950615
2,2022-03-01 02:00:00,0,298.81,148.81,20.8128721736843
3,2022-03-01 03:00:00,0,307.1,157.1,21.9723285967731
4,2022-03-01 04:00:00,634.93,0,0,0
5,2022-03-01 05:00:00,684.11,0,0,0
6,2022-03-01 06:00:00,938.51,0,0,0
7,2022-03-01 07:00:00,1062.06,0,0,0
8,2022-03-01 08:00:00,1083.57,0,0,0
9,2022-03-01 09:00:00,1100.35,0,0,0
10,2022-03-01 10:00:00,1069.26,0,0,0
11,2022-03-01 11:00:00,1055.67,0,0,0
12,2022-03-01 12:00:00,982.15,0,0,0
13,2022-03-01 13:00:00,721.43,0,0,0
14,2022-03-01 14:00:00,425.94,0,0,0
15,2022-03-01 15:00:00,366.22,0,0,0
16,2022-03-01 16:00:00,0,341.34,191.34,26.7612053068528
17,2022-03-01 17:00:00,0,338.75,188.75,26.3989625884209
18,2022-03-01 18:00:00,0,335.3,185.3,25.9164385040233
19,2022-03-01 19:00:00,0,327.29,177.29,24.7961434559001
20,2022-03-01 20:00:00,0,313.19,163.19,22.824088502275
21,2022-03-01 21:00:00,0,308.83,158.83,22.2142899492392
22,2022-03-01 22:00:00,0,303.71,153.71,21.4981962355824
23,2022-03-01 23:00:00,0,304.12,154.12,21.5555396774963
24,2022-03-02 00:00:00,0,309.42,159.42,22.2968085607738
25,2022-03-02 01:00:00,0,306.28,156.28,21.8576417129453
26,2022-03-02 02:00:00,0,305.66,155.66,21.7709272398072
27,2022-03-02 03:00:00,0,313.57,163.57,22.8772360825855
28,2022-03-02 04:00:00,791.62,0,0,0
29,2022-03-02 05:00:00,759,0,0,0
30,2022-03-02 06:00:00,1003.8,0,0,0
31,2022-03-02 07:00:00,1051.12,0,0,0
32,2022-03-02 08:00:00,1026.73,0,0,0
33,2022-03-02 09:00:00,1027.43,0,0,0
34,2022-03-02 10:00:00,1003.06,0,0,0
35,2022-03-02 11:00:00,1058.29,0,0,0
36,2022-03-02 12:00:00,1008.01,0,0,0
37,2022-03-02 13:00:00,812.19,0,0,0
38,2022-03-02 14:00:00,389.56,0,0,0
39,2022-03-02 15:00:00,363.63,0,0,0
40,2022-03-02 16:00:00,0,336.7,186.7,26.1122453788513
41,2022-03-02 17:00:00,0,327.12,177.12,24.7723669068138
42,2022-03-02 18:00:00,0,318.3,168.3,23.5387835953973
43,2022-03-02 19:00:00,0,323.17,173.17,24.2199117956919
44,2022-03-02 20:00:00,0,296.05,146.05,20.4268529061662
45,2022-03-02 21:00:00,0,289.59,139.59,19.5233440408884
46,2022-03-02 22:00:00,0,293.12,143.12,20.0170570895619
47,2022-03-02 23:00:00,0,296.83,146.83,20.5359453078561
48,2022-03-03 00:00:00,0,299.58,149.58,20.9205659548397
49,2022-03-03 01:00:00,0,295.26,145.26,20.3163618839418
50,2022-03-03 02:00:00,0,295.65,145.65,20.3709080847868
51,2022-03-03 03:00:00,0,307.19,157.19,21.9849161815835
52,2022-03-03 04:00:00,800.94,0,0,0
53,2022-03-03 05:00:00,767.07,0,0,0
54,2022-03-03 06:00:00,826.46,0,0,0
55,2022-03-03 07:00:00,911.72,0,0,0
56,2022-03-03 08:00:00,945.99,0,0,0
57,2022-03-03 09:00:00,802.45,0,0,0
58,2022-03-03 10:00:00,818.27,0,0,0
59,2022-03-03 11:00:00,816.69,0,0,0
60,2022-03-03 12:00:00,767.39,0,0,0
61,2022-03-03 13:00:00,654.12,0,0,0
62,2022-03-03 14:00:00,541.59,0,0,0
63,2022-03-03 15:00:00,563.39,0,0,0
64,2022-03-03 16:00:00,0,479.47,329.47,46.0803507497062
65,2022-03-03 17:00:00,0,407.03,257.03,35.9487435978905
66,2022-03-03 18:00:00,0,348.15,198.15,27.7136658908376
67,2022-03-03 19:00:00,0,340.88,190.88,26.6968687622664
68,2022-03-03 20:00:00,0,328.09,178.09,24.908033098659
69,2022-03-03 21:00:00,0,316.89,166.89,23.3415781000348
70,2022-03-03 22:00:00,0,319.24,169.24,23.670253925639
71,2022-03-03 23:00:00,0,320.2,170.2,23.8045214969496
72,2022-03-04 00:00:00,0,319.02,169.02,23.6394842738803
73,2022-03-04 01:00:00,0,318.38,168.38,23.5499725596732
74,2022-03-04 02:00:00,0,321.02,171.02,23.9192083807775
75,2022-03-04 03:00:00,0,329.18,179.18,25.0604827369179
76,2022-03-04 04:00:00,570.68,0,0,0
77,2022-03-04 05:00:00,603.72,0,0,0
78,2022-03-04 06:00:00,709.14,0,0,0
79,2022-03-04 07:00:00,717.22,0,0,0
80,2022-03-04 08:00:00,701.11,0,0,0
81,2022-03-04 09:00:00,675.46,0,0,0
82,2022-03-04 10:00:00,615.21,0,0,0
83,2022-03-04 11:00:00,503.27,0,0,0
84,2022-03-04 12:00:00,437.04,0,0,0
85,2022-03-04 13:00:00,424.88,0,0,0
86,2022-03-04 14:00:00,433.18,0,0,0
87,2022-03-04 15:00:00,392.31,0,0,0
88,2022-03-04 16:00:00,0,336.54,186.54,26.0898674502995
89,2022-03-04 17:00:00,0,329.66,179.66,25.1276165225733
90,2022-03-04 18:00:00,0,320.05,170.05,23.7835421889323
91,2022-03-04 19:00:00,0,309.74,159.74,22.3415644178774
92,2022-03-04 20:00:00,0,289.6,139.6,19.5247426614228
93,2022-03-04 21:00:00,0,293.2,143.2,20.0282460538378
94,2022-03-04 22:00:00,0,287.2,137.2,19.1890737331462
95,2022-03-04 23:00:00,0,283.56,133.56,18.6799758585934
96,2022-03-05 00:00:00,0,280.68,130.68,18.2771731446614
97,2022-03-05 01:00:00,0,281.52,131.52,18.3946572695582
98,2022-03-05 02:00:00,0,277.57,127.57,17.8422021584363
99,2022-03-05 03:00:00,0,281.88,131.88,18.4450076087997
100,2022-03-05 04:00:00,0,288.5,138.5,19.3708944026294
101,2022-03-05 05:00:00,0,290.15,140.15,19.6016667908196
102,2022-03-05 06:00:00,0,287.07,137.07,19.1708916661979
103,2022-03-05 07:00:00,0,278.06,128.06,17.9107345646261
104,2022-03-05 08:00:00,0,290.38,140.38,19.6338350631127
105,2022-03-05 09:00:00,0,293.2,143.2,20.0282460538378
106,2022-03-05 10:00:00,0,293.62,143.62,20.0869881162862
107,2022-03-05 11:00:00,0,302.98,152.98,21.3960969365649
108,2022-03-05 12:00:00,0,299.5,149.5,20.9093769905639
109,2022-03-05 13:00:00,0,280.63,130.63,18.270180041989
110,2022-03-05 14:00:00,0,254.73,104.73,14.6477528576706
111,2022-03-05 15:00:00,0,277.76,127.76,17.8687759485916
112,2022-03-05 16:00:00,0,278.09,128.09,17.9149304262296
113,2022-03-05 17:00:00,0,263.99,113.99,15.9428754726045
114,2022-03-05 18:00:00,0,258.15,108.15,15.1260810804648
115,2022-03-05 19:00:00,0,262.73,112.73,15.7666492852593
116,2022-03-05 20:00:00,0,254.62,104.62,14.6323680317912
117,2022-03-05 21:00:00,0,251.9,101.9,14.2519432464111
118,2022-03-05 22:00:00,0,259.07,109.07,15.2547541696375
119,2022-03-05 23:00:00,0,260.32,110.32,15.4295817364482
120,2022-03-06 00:00:00,0,263.25,113.25,15.8393775530526
121,2022-03-06 01:00:00,0,268.56,118.56,16.5820450568646
122,2022-03-06 02:00:00,0,233.66,83.66,11.7008593915088
123,2022-03-06 03:00:00,0,251.64,101.64,14.2155791125145
124,2022-03-06 04:00:00,0,271.77,121.77,17.0310022484345
125,2022-03-06 05:00:00,0,273.63,123.63,17.2911456678489
126,2022-03-06 06:00:00,0,275.1,125.1,17.4967428864183
127,2022-03-06 07:00:00,0,263.14,113.14,15.8239927271732
128,2022-03-06 08:00:00,0,265.4,115.4,16.140080967967
129,2022-03-06 09:00:00,0,268.77,118.77,16.6114160880888
130,2022-03-06 10:00:00,0,284.16,134.16,18.7638930906625
131,2022-03-06 11:00:00,0,284.27,134.27,18.7792779165419
132,2022-03-06 12:00:00,0,278.39,128.39,17.9568890422642
133,2022-03-06 13:00:00,0,277.14,127.14,17.7820614754534
134,2022-03-06 14:00:00,0,276.81,126.81,17.7359069978154
135,2022-03-06 15:00:00,0,283.04,133.04,18.6072475908001
136,2022-03-06 16:00:00,0,278.85,128.85,18.0212255868505
137,2022-03-06 17:00:00,0,269.62,119.62,16.7302988335201
138,2022-03-06 18:00:00,0,285.76,135.76,18.9876723761803
139,2022-03-06 19:00:00,0,283.87,133.87,18.7233330951624
140,2022-03-06 20:00:00,0,285.56,135.56,18.9596999654905
141,2022-03-06 21:00:00,0,285.07,135.07,18.8911675593007
142,2022-03-06 22:00:00,0,284.62,134.62,18.8282296352489
143,2022-03-06 23:00:00,0,280.3,130.3,18.224025564351
144,2022-03-07 00:00:00,0,281.5,131.5,18.3918600284893
145,2022-03-07 01:00:00,0,281.41,131.41,18.3792724436789
146,2022-03-07 02:00:00,0,282.12,132.12,18.4785745016274
147,2022-03-07 03:00:00,0,275.52,125.52,17.5554849488667
148,2022-03-07 04:00:00,289.29,0,0,0
149,2022-03-07 05:00:00,401.14,0,0,0
150,2022-03-07 06:00:00,526.29,0,0,0
151,2022-03-07 07:00:00,582.33,0,0,0
152,2022-03-07 08:00:00,578.29,0,0,0
153,2022-03-07 09:00:00,535.6,0,0,0
154,2022-03-07 10:00:00,487.76,0,0,0
155,2022-03-07 11:00:00,471.53,0,0,0
156,2022-03-07 12:00:00,505.15,0,0,0
157,2022-03-07 13:00:00,598.76,0,0,0
158,2022-03-07 14:00:00,395.3,0,0,0
159,2022-03-07 15:00:00,380.26,0,0,0
160,2022-03-07 16:00:00,0,343.55,193.55,27.0703004449741
161,2022-03-07 17:00:00,0,321.46,171.46,23.9807476842948
162,2022-03-07 18:00:00,0,315.85,165.85,23.1961215644483
163,2022-03-07 19:00:00,0,306.67,156.67,21.9121879137902
164,2022-03-07 20:00:00,0,300.97,150.97,21.1149742091333
165,2022-03-07 21:00:00,0,297.05,147.05,20.5667149596148
166,2022-03-07 22:00:00,0,301.4,151.4,21.1751148921162
167,2022-03-07 23:00:00,0,297.63,147.63,20.647834950615
168,2022-03-08 00:00:00,0,297.71,147.71,20.6590239148909
169,2022-03-08 01:00:00,0,299.56,149.56,20.9177687137708
170,2022-03-08 02:00:00,0,301.21,151.21,21.1485411019609
171,2022-03-08 03:00:00,0,302.78,152.78,21.3681245258752
172,2022-03-08 04:00:00,316.32,0,0,0
173,2022-03-08 05:00:00,433.53,0,0,0
174,2022-03-08 06:00:00,733.77,0,0,0
175,2022-03-08 07:00:00,627.11,0,0,0
176,2022-03-08 08:00:00,615.52,0,0,0
177,2022-03-08 09:00:00,603.23,0,0,0
178,2022-03-08 10:00:00,530.4,0,0,0
179,2022-03-08 11:00:00,511.42,0,0,0
180,2022-03-08 12:00:00,526.88,0,0,0
181,2022-03-08 13:00:00,464.45,0,0,0
182,2022-03-08 14:00:00,366.68,0,0,0
183,2022-03-08 15:00:00,321.87,0,0,0
184,2022-03-08 16:00:00,0,311.28,161.28,22.5569519801882
185,2022-03-08 17:00:00,0,297.01,147.01,20.5611204774769
186,2022-03-08 18:00:00,0,299.74,149.74,20.9429438833915
187,2022-03-08 19:00:00,0,294.41,144.41,20.1974791385105
188,2022-03-08 20:00:00,0,282.86,132.86,18.5820724211794
189,2022-03-08 21:00:00,0,285.13,135.13,18.8995592825077
190,2022-03-08 22:00:00,0,284.19,134.19,18.768088952266
191,2022-03-08 23:00:00,0,283.95,133.95,18.7345220594383
192,2022-03-09 00:00:00,0,288.58,138.58,19.3820833669053
193,2022-03-09 01:00:00,0,288.78,138.78,19.410055777595
194,2022-03-09 02:00:00,0,287.2,137.2,19.1890737331462
195,2022-03-09 03:00:00,0,293.86,143.86,20.1205550091138
196,2022-03-09 04:00:00,352.61,0,0,0
197,2022-03-09 05:00:00,711.21,0,0,0
198,2022-03-09 06:00:00,594.02,0,0,0
199,2022-03-09 07:00:00,657.29,0,0,0
200,2022-03-09 08:00:00,678.55,0,0,0
201,2022-03-09 09:00:00,633.47,0,0,0
202,2022-03-09 10:00:00,567.69,0,0,0
203,2022-03-09 11:00:00,569.16,0,0,0
204,2022-03-09 12:00:00,589.39,0,0,0
205,2022-03-09 13:00:00,530.49,0,0,0
206,2022-03-09 14:00:00,427.12,0,0,0
207,2022-03-09 15:00:00,325.06,0,0,0
208,2022-03-09 16:00:00,0,308.16,158.16,22.1205823734286
209,2022-03-09 17:00:00,0,310.26,160.26,22.4142926856707
210,2022-03-09 18:00:00,0,316.93,166.93,23.3471725821727
211,2022-03-09 19:00:00,0,310.75,160.75,22.4828250918605
212,2022-03-09 20:00:00,0,293.01,143.01,20.0016722636825
213,2022-03-09 21:00:00,0,294.11,144.11,20.155520522476
214,2022-03-09 22:00:00,0,292.06,142.06,19.8688033129064
215,2022-03-09 23:00:00,0,295.32,145.32,20.3247536071488
216,2022-03-10 00:00:00,0,295.1,145.1,20.2939839553901
217,2022-03-10 01:00:00,0,293.9,143.9,20.1261494912518
218,2022-03-10 02:00:00,0,291.25,141.25,19.755515049613
219,2022-03-10 03:00:00,0,302.77,152.77,21.3667259053407
220,2022-03-10 04:00:00,493.18,0,0,0
221,2022-03-10 05:00:00,378.36,0,0,0
222,2022-03-10 06:00:00,389,0,0,0
223,2022-03-10 07:00:00,396.65,0,0,0
224,2022-03-10 08:00:00,601.4,0,0,0
225,2022-03-10 09:00:00,560,0,0,0
226,2022-03-10 10:00:00,626.69,0,0,0
227,2022-03-10 11:00:00,636.72,0,0,0
228,2022-03-10 12:00:00,650.32,0,0,0
229,2022-03-10 13:00:00,635.54,0,0,0
230,2022-03-10 14:00:00,438.2,0,0,0
231,2022-03-10 15:00:00,339.34,0,0,0
232,2022-03-10 16:00:00,0,328.98,178.98,25.0325103262282
233,2022-03-10 17:00:00,0,306.26,156.26,21.8548444718763
234,2022-03-10 18:00:00,0,317.32,167.32,23.4017187830177
235,2022-03-10 19:00:00,0,311.89,161.89,22.6422678327919
236,2022-03-10 20:00:00,0,301.84,151.84,21.2366541956335
237,2022-03-10 21:00:00,0,306.65,156.65,21.9093906727213
238,2022-03-10 22:00:00,0,304.45,154.45,21.6016941551344
239,2022-03-10 23:00:00,0,303.29,153.29,21.439454173134
240,2022-03-11 00:00:00,0,307.45,157.45,22.0212803154801
241,2022-03-11 01:00:00,0,307.74,157.74,22.0618403109802
242,2022-03-11 02:00:00,0,310.11,160.11,22.3933133776534
243,2022-03-11 03:00:00,0,311.72,161.72,22.6184912837056
244,2022-03-11 04:00:00,319.63,0,0,0
245,2022-03-11 05:00:00,751.31,0,0,0
246,2022-03-11 06:00:00,656.05,0,0,0
247,2022-03-11 07:00:00,679.96,0,0,0
248,2022-03-11 08:00:00,710.06,0,0,0
249,2022-03-11 09:00:00,727.11,0,0,0
250,2022-03-11 10:00:00,597.91,0,0,0
251,2022-03-11 11:00:00,579.48,0,0,0
252,2022-03-11 12:00:00,578.31,0,0,0
253,2022-03-11 13:00:00,446.15,0,0,0
254,2022-03-11 14:00:00,333.49,0,0,0
255,2022-03-11 15:00:00,328.37,0,0,0
256,2022-03-11 16:00:00,0,323.04,173.04,24.2017297287436
257,2022-03-11 17:00:00,0,305.74,155.74,21.782116204083
258,2022-03-11 18:00:00,0,304.52,154.52,21.6114844988758
259,2022-03-11 19:00:00,0,304.59,154.59,21.6212748426172
260,2022-03-11 20:00:00,0,301,151,21.1191700707367
261,2022-03-11 21:00:00,0,305.38,155.38,21.7317658648416
262,2022-03-11 22:00:00,0,304.79,154.79,21.6492472533069
263,2022-03-11 23:00:00,0,308,158,22.0982044448769
264,2022-03-12 00:00:00,0,311.46,161.46,22.582127149809
265,2022-03-12 01:00:00,0,311.87,161.87,22.6394705917229
266,2022-03-12 02:00:00,0,312.55,162.55,22.7345767880679
267,2022-03-12 03:00:00,0,303.57,153.57,21.4786155480996
268,2022-03-12 04:00:00,0,313,163,22.7975147121198
269,2022-03-12 05:00:00,0,314.89,164.89,23.0618539931376
270,2022-03-12 06:00:00,0,310.23,160.23,22.4100968240672
271,2022-03-12 07:00:00,0,304.25,154.25,21.5737217444446
272,2022-03-12 08:00:00,0,306.95,156.95,21.9513492887558
273,2022-03-12 09:00:00,0,306.64,156.64,21.9079920521868
274,2022-03-12 10:00:00,0,314.64,164.64,23.0268884797755
275,2022-03-12 11:00:00,0,303.5,153.5,21.4688252043582
276,2022-03-12 12:00:00,0,306.21,156.21,21.8478513692039
277,2022-03-12 13:00:00,0,300.57,150.57,21.0590293877538
278,2022-03-12 14:00:00,0,299.05,149.05,20.846439066512
279,2022-03-12 15:00:00,0,299.74,149.74,20.9429438833915
280,2022-03-12 16:00:00,0,297.6,147.6,20.6436390890115
281,2022-03-12 17:00:00,0,300.41,150.41,21.0366514592021
282,2022-03-12 18:00:00,0,291.26,141.26,19.7569136701475
283,2022-03-12 19:00:00,0,293.67,143.67,20.0939812189586
284,2022-03-12 20:00:00,0,291.11,141.11,19.7359343621302
285,2022-03-12 21:00:00,0,300.32,150.32,21.0240638743917
286,2022-03-12 22:00:00,0,298.18,148.18,20.7247590800117
287,2022-03-12 23:00:00,0,298.31,148.31,20.74294114696
288,2022-03-13 00:00:00,0,301.86,151.86,21.2394514367025
289,2022-03-13 02:00:00,0,297.93,147.93,20.6897935666496
290,2022-03-13 03:00:00,0,297.21,147.21,20.5890928881666
291,2022-03-13 04:00:00,0,300.39,150.39,21.0338542181331
292,2022-03-13 05:00:00,0,298.01,148.01,20.7009825309255
293,2022-03-13 06:00:00,0,298.01,148.01,20.7009825309255
294,2022-03-13 07:00:00,0,291.99,141.99,19.859012969165
295,2022-03-13 08:00:00,0,284.56,134.56,18.819837912042
296,2022-03-13 09:00:00,0,280.02,130.02,18.1848641893854
297,2022-03-13 10:00:00,0,277.32,127.32,17.8072366450742
298,2022-03-13 11:00:00,0,275.63,125.63,17.5708697747461
299,2022-03-13 12:00:00,0,267.71,117.71,16.4631623114333
300,2022-03-13 13:00:00,0,265.86,115.86,16.2044175125534
301,2022-03-13 14:00:00,0,268.18,118.18,16.5288974765541
302,2022-03-13 15:00:00,0,271.15,121.15,16.9442877752964
303,2022-03-13 16:00:00,0,266.33,116.33,16.2701526776742
304,2022-03-13 17:00:00,0,265.78,115.78,16.1932285482775
305,2022-03-13 18:00:00,0,259.86,109.86,15.3652451918618
306,2022-03-13 19:00:00,0,262.77,112.77,15.7722437673972
307,2022-03-13 20:00:00,0,268.62,118.62,16.5904367800715
308,2022-03-13 21:00:00,0,268.89,118.89,16.6281995345026
309,2022-03-13 22:00:00,0,270.65,120.65,16.8743567485721
310,2022-03-13 23:00:00,0,271.11,121.11,16.9386932931585
311,2022-03-14 00:00:00,0,271.76,121.76,17.0296036279
312,2022-03-14 01:00:00,0,269.02,119.02,16.6463816014509
313,2022-03-14 02:00:00,0,271.22,121.22,16.9540781190378
314,2022-03-14 03:00:00,0,269.9,119.9,16.7694602084857
315,2022-03-14 04:00:00,426.24,0,0,0
316,2022-03-14 05:00:00,632.25,0,0,0
317,2022-03-14 06:00:00,578.26,0,0,0
318,2022-03-14 07:00:00,636.49,0,0,0
319,2022-03-14 08:00:00,670.89,0,0,0
320,2022-03-14 09:00:00,573.96,0,0,0
321,2022-03-14 10:00:00,514.19,0,0,0
322,2022-03-14 11:00:00,518.96,0,0,0
323,2022-03-14 12:00:00,496.39,0,0,0
324,2022-03-14 13:00:00,462.09,0,0,0
325,2022-03-14 14:00:00,364.04,0,0,0
326,2022-03-14 15:00:00,325.95,0,0,0
327,2022-03-14 16:00:00,0,303.4,153.4,21.4548389990133
328,2022-03-14 17:00:00,0,293.16,143.16,20.0226515716998
329,2022-03-14 18:00:00,0,343.71,193.71,27.0926783735259
330,2022-03-14 19:00:00,0,305.03,155.03,21.6828141461345
331,2022-03-14 20:00:00,0,282.1,132.1,18.4757772605584
332,2022-03-14 21:00:00,0,290.09,140.09,19.5932750676127
333,2022-03-14 22:00:00,0,295.86,145.86,20.400279116011
334,2022-03-14 23:00:00,0,300.63,150.63,21.0674211109608
335,2022-03-15 00:00:00,0,302.56,152.56,21.3373548741165
336,2022-03-15 01:00:00,0,300.76,150.76,21.0856031779091
337,2022-03-15 02:00:00,0,293.77,143.77,20.1079674243034
338,2022-03-15 03:00:00,0,297.28,147.28,20.598883231908
339,2022-03-15 04:00:00,311.13,0,0,0
340,2022-03-15 05:00:00,463.26,0,0,0
341,2022-03-15 06:00:00,561.59,0,0,0
342,2022-03-15 07:00:00,621.9,0,0,0
343,2022-03-15 08:00:00,616.34,0,0,0
344,2022-03-15 09:00:00,626.28,0,0,0
345,2022-03-15 10:00:00,537.64,0,0,0
346,2022-03-15 11:00:00,477.79,0,0,0
347,2022-03-15 12:00:00,439.06,0,0,0
348,2022-03-15 13:00:00,380.57,0,0,0
349,2022-03-15 14:00:00,363.84,0,0,0
350,2022-03-15 15:00:00,311.99,0,0,0
351,2022-03-15 16:00:00,0,309.91,159.91,22.3653409669636
352,2022-03-15 17:00:00,0,306.49,156.49,21.8870127441695
353,2022-03-15 18:00:00,0,279.03,129.03,18.0464007564713
354,2022-03-15 19:00:00,0,273.82,123.82,17.3177194580041
355,2022-03-15 20:00:00,0,269.48,119.48,16.7107181460373
356,2022-03-15 21:00:00,0,276.6,126.6,17.7065359665912
357,2022-03-15 22:00:00,0,276.68,126.68,17.7177249308671
358,2022-03-15 23:00:00,0,277.34,127.34,17.8100338861432
359,2022-03-16 00:00:00,0,278.72,128.72,18.0030435199022
360,2022-03-16 01:00:00,0,284.46,134.46,18.8058517066971
361,2022-03-16 02:00:00,0,282.62,132.62,18.5485055283517
362,2022-03-16 03:00:00,0,280.73,130.73,18.2841662473339
363,2022-03-16 04:00:00,295.67,0,0,0
364,2022-03-16 05:00:00,514.86,0,0,0
365,2022-03-16 06:00:00,545.68,0,0,0
366,2022-03-16 07:00:00,545.47,0,0,0
367,2022-03-16 08:00:00,521.82,0,0,0
368,2022-03-16 09:00:00,532.25,0,0,0
369,2022-03-16 10:00:00,571.71,0,0,0
370,2022-03-16 11:00:00,509.67,0,0,0
371,2022-03-16 12:00:00,642.32,0,0,0
372,2022-03-16 13:00:00,484.01,0,0,0
373,2022-03-16 14:00:00,442.87,0,0,0
374,2022-03-16 15:00:00,344.9,0,0,0
